Date,Unit,Minimum,Maximum,Average,Market
29-03-2021,Kg,45,50,47.5,Tomato
30-03-2021,Kg,45,50,47.5,Tomato
31-03-2021,Kg,45,50,47.5,Tomato
01-04-2021,Kg,30,40,35,Tomato
02-04-2021,Kg,30,40,35,Tomato
03-04-2021,Kg,35,45,40,Tomato
04-04-2021,Kg,45,50,47.5,Tomato
05-04-2021,Kg,30,40,35,Tomato
06-04-2021,Kg,30,35,32.5,Tomato
07-04-2021,Kg,30,40,35,Tomato
08-04-2021,Kg,30,40,35,Tomato
09-04-2021,Kg,30,40,35,Tomato
10-04-2021,Kg,30,40,35,Tomato
11-04-2021,Kg,25,35,30,Tomato
12-04-2021,Kg,25,35,30,Tomato
13-04-2021,Kg,20,25,22.5,Tomato
14-04-2021,Kg,20,25,22.5,Tomato
15-04-2021,Kg,15,20,17.5,Tomato
16-04-2021,Kg,15,20,17.5,Tomato
17-04-2021,Kg,12,16,14,Tomato
18-04-2021,Kg,15,20,17.5,Tomato
19-04-2021,Kg,10,15,12.5,Tomato
20-04-2021,Kg,10,15,12.5,Tomato
21-04-2021,Kg,15,20,17.5,Tomato
22-04-2021,Kg,10,15,12.5,Tomato
23-04-2021,Kg,14,18,16,Tomato
24-04-2021,Kg,10,15,12.5,Tomato
25-04-2021,Kg,15,20,17.5,Tomato
26-04-2021,Kg,10,15,12.5,Tomato
27-04-2021,Kg,10,15,12.5,Tomato
28-04-2021,Kg,15,20,17.5,Tomato
29-04-2021,Kg,30,40,35,Tomato
30-04-2021,Kg,20,25,22.5,Tomato
01-05-2021,Kg,20,25,22.5,Tomato
02-05-2021,Kg,25,30,27.5,Tomato
03-05-2021,Kg,15,20,17.5,Tomato
04-05-2021,Kg,10,15,12.5,Tomato
05-05-2021,Kg,10,15,12.5,Tomato
06-05-2021,Kg,10,15,12.5,Tomato
07-05-2021,Kg,15,20,17.5,Tomato
08-05-2021,Kg,10,15,12.5,Tomato
09-05-2021,Kg,10,15,12.5,Tomato
10-05-2021,Kg,10,15,12.5,Tomato
11-05-2021,Kg,10,15,12.5,Tomato
12-05-2021,Kg,30,35,32.5,Tomato
13-05-2021,Kg,35,40,37.5,Tomato
